Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,5683,0,20,76.99202029703075,3.9620969996576605,733.6685899999793,10039.934365651945,18.974612544150574,0.0,20,81,150,170,210,250,310,340,570,730,730
GET,/cart,12481,0,12,34.11230707587391,3.773789000206307,887.5362480002877,13125.71108084288,41.67202871081177,0.0,12,18,27,36,81,140,250,370,620,800,890
POST,/cart,12753,0,18,46.24770674296378,5.686898000021756,1276.5653070000553,17633.899004155886,42.580192464464595,0.0,18,26,36,48,100,180,330,490,920,1300,1300
POST,/cart/checkout,4244,0,18,34.03954763054306,6.316351000350551,564.1264480000245,6446.34849198869,14.170025626847623,0.0,18,24,31,39,70,120,210,300,450,560,560
GET,/product/0PUK6V6EV0,6078,0,11,30.558168066472433,3.8001890002306027,715.2270630003841,7593.00855544587,20.29345328934492,0.0,11,16,23,31,75,130,220,310,550,720,720
GET,/product/1YMWWN1N4O,6103,0,11,31.94185933819826,3.8981060001788137,733.3293010001398,7639.554645256431,20.37692422258507,0.0,11,17,25,33,80,140,220,320,520,730,730
GET,/product/2ZYFJ3GM2N,6111,0,11,30.2492432168229,4.0848779999578255,604.5028240000647,7611.539846179022,20.40363492122192,0.0,11,17,24,32,72,130,210,280,480,600,600
GET,/product/66VCHSJNUP,6093,0,11,30.49063529706176,3.8397200000872544,646.7806290002045,7580.396520597407,20.34353584928901,0.0,11,17,24,33,72,130,210,300,560,650,650
GET,/product/6E92ZMYYFZ,6024,0,11,32.726153453849186,4.018302000076801,748.3287690001816,7587.016434262948,20.1131560735462,0.0,11,17,25,34,83,140,230,330,610,750,750
GET,/product/9SIQT8TOJO,6192,0,11,31.14009083640244,3.9270209999813233,608.7527370000316,7638.496608527132,20.67408074492,0.0,11,17,24,33,74,130,220,330,550,610,610
GET,/product/L9ECAV7KIM,6037,0,11,31.468926041573205,3.9893359999041422,712.5579389999075,7608.422726519794,20.15656095883108,0.0,11,17,25,34,76,140,230,320,550,710,710
GET,/product/LS4PSXUNUM,6091,0,12,30.77674079526733,3.8814839999758988,563.704535999932,7603.6117222131015,20.3368581746298,0.0,12,17,25,34,78,130,200,300,540,560,560
GET,/product/OLJCESPC7Z,6084,0,11,30.290042635603438,3.9738299997225113,622.539271000278,7640.671433267587,20.313486313322556,0.0,11,16,23,31,76,130,200,310,550,620,620
POST,/setCurrency,8351,0,15,39.371864329661065,5.647553000017069,1161.4588739998908,10058.619327026703,27.88263053953923,0.0,15,22,31,42,92,160,250,370,880,1200,1200
,Aggregated,98325,0,13,36.91175553913094,3.773789000206307,1276.5653070000553,9909.291919654208,328.29118043350434,0.0,13,20,29,40,94,160,250,350,650,1100,1300
