Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7471,0,11,54.638080725733566,3.7089889992785174,508.5003330023028,10038.903761210013,24.904009920421544,0.0,11,23,110,130,180,210,250,260,310,510,510
GET,/cart,16572,0,9,13.32240058500438,3.4463189986126963,252.1707140003855,13103.171554429158,55.24150078988433,0.0,9,11,13,14,21,37,72,90,200,240,250
POST,/cart,16979,0,13,17.949135535501277,5.275318999338197,353.88583799795015,17648.51887625891,56.59820431519708,0.0,13,16,18,20,29,44,82,120,210,300,350
POST,/cart/checkout,5631,0,12,15.244895772854713,5.1454149979690555,203.44763899993268,6446.502042266027,18.770509953405664,0.0,12,15,17,18,24,32,45,66,130,200,200
GET,/product/0PUK6V6EV0,8066,0,8,13.643206302505,3.4762109971779864,270.2782450032828,7590.964542524175,26.887397138016354,0.0,8,10,12,14,20,41,86,110,210,270,270
GET,/product/1YMWWN1N4O,8127,0,8,13.271026087985227,3.449880998232402,256.26669299890636,7639.805340223945,27.09073599561851,0.0,8,10,12,13,20,42,80,100,190,260,260
GET,/product/2ZYFJ3GM2N,8165,0,8,12.81599742046295,3.3907949982676655,224.9627259989211,7612.214206981016,27.217406103632968,0.0,8,10,12,13,19,36,76,100,190,220,220
GET,/product/66VCHSJNUP,8139,0,8,12.745423560146909,3.420198001549579,244.71473999801674,7580.181103329647,27.130737082359918,0.0,8,10,12,13,19,33,78,100,190,240,240
GET,/product/6E92ZMYYFZ,8220,0,8,13.441854073225443,3.4736939996946603,250.22346900004777,7586.195498783455,27.400744417864423,0.0,8,10,12,14,20,38,84,110,210,250,250
GET,/product/9SIQT8TOJO,8197,0,8,13.170812947053275,3.4194299987575505,257.1410359996662,7637.956813468342,27.324075668276723,0.0,8,10,12,13,19,38,80,100,200,260,260
GET,/product/L9ECAV7KIM,8285,0,8,12.890020859136342,3.22715599759249,268.42982699963613,7610.371031985516,27.61741697104705,0.0,8,10,12,13,20,38,76,98,200,270,270
GET,/product/LS4PSXUNUM,8008,0,8,13.287021290466896,3.4500879992265254,238.14281800150638,7603.191933066933,26.69405855209955,0.0,8,10,12,14,20,43,80,98,180,240,240
GET,/product/OLJCESPC7Z,8255,0,8,13.010435870258481,3.273181999247754,245.21354699754738,7640.991520290733,27.51741425419353,0.0,8,10,12,13,20,39,80,97,190,250,250
POST,/setCurrency,11070,0,11,17.402644322933234,4.674684998462908,305.9637730002578,10057.851490514906,36.9010025189488,0.0,11,13,16,18,26,52,110,130,250,270,310
,Aggregated,131185,0,9,16.599135271432125,3.22715599759249,508.5003330023028,9898.914128901932,437.29521368096647,0.0,9,12,14,16,25,57,120,160,250,300,510
