Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7263,0,21,154.00516226822313,3.7330169980123173,59350.05720499976,10035.604020377255,24.236846381142776,0.0,21,110,150,170,220,280,400,440,22000,59000,59000
GET,/cart,15149,0,12,367.67591306436583,3.351125000335742,44328.40132599813,12654.509736616279,50.552662237082735,0.0,12,18,25,34,95,250,5600,15000,24000,40000,44000
POST,/cart,15091,0,17,177.87875844982702,5.091220999020152,56548.34563199984,17495.798157842422,50.35911451711767,0.0,17,24,32,40,83,190,500,920,22000,56000,57000
POST,/cart/checkout,5010,0,16,93.49719405349705,5.179220999707468,35407.161949999136,6446.239321357285,16.718518569396295,0.0,16,21,27,32,63,150,340,590,9700,35000,35000
GET,/product/0PUK6V6EV0,7389,0,11,262.4556281679432,3.435773000092013,17081.205527996644,7586.839626471782,24.65731211761861,0.0,11,16,22,29,95,260,4300,9400,17000,17000,17000
GET,/product/1YMWWN1N4O,7511,0,11,307.8879739592727,3.4415690024616197,42521.782125000755,7631.950206363999,25.064429735476164,0.0,11,16,23,31,100,300,4700,14000,17000,43000,43000
GET,/product/2ZYFJ3GM2N,7327,0,11,309.41993053598196,3.3546169979672413,42618.45860699759,7605.699877166644,24.450416279035263,0.0,11,16,23,32,100,280,5900,13000,17000,43000,43000
GET,/product/66VCHSJNUP,7498,0,12,303.3485553778729,3.469016999588348,44851.11939700073,7573.033208855695,25.02104834996675,0.0,12,17,23,32,110,310,4700,9800,18000,45000,45000
GET,/product/6E92ZMYYFZ,7375,0,12,291.69988087988685,3.577690000383882,42396.86894999977,7579.905491525424,24.61059370245463,0.0,12,16,23,31,100,260,5400,12000,17000,42000,42000
GET,/product/9SIQT8TOJO,7314,0,12,305.6850127514336,3.456165999523364,43061.37189700166,7631.416188132349,24.40703489352585,0.0,12,17,24,32,100,270,4600,13000,17000,43000,43000
GET,/product/L9ECAV7KIM,7401,0,12,334.16263070640684,3.5149030009051785,42299.54140799964,7601.942034860154,24.69735647347345,0.0,12,17,24,33,110,330,6200,14000,17000,42000,42000
GET,/product/LS4PSXUNUM,7444,0,11,278.8682119301467,3.4805409995897207,43308.80751200311,7595.835169263837,24.840848748619965,0.0,11,16,23,31,100,260,4500,9100,16000,43000,43000
GET,/product/OLJCESPC7Z,7403,0,12,301.3917627137599,3.524192001350457,43371.12326400165,7633.223693097393,24.704030532782593,0.0,12,17,23,31,100,310,5900,11000,17000,43000,43000
POST,/setCurrency,9924,0,15,160.91571611668834,4.743481000332395,59353.385702001106,10056.752922208787,33.116682291953865,0.0,15,21,27,35,95,180,350,520,28000,59000,59000
,Aggregated,119099,0,13,263.6373091719768,3.351125000335742,59353.385702001106,9803.979319725606,397.43689482964663,0.0,13,19,27,38,120,250,2100,9100,22000,56000,59000
