Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8514,0,8,53.63573688161412,3.925842000171542,418.84057599963853,9926.647639182524,28.393362461574114,0.0,8,11,110,140,190,210,250,280,370,420,420
GET,/cart,18815,0,6,8.9052374585899,2.95986799756065,195.63207200553734,12974.436035078395,62.74619623144432,0.0,6,7,8,8,10,18,56,72,160,200,200
POST,/cart,18819,0,9,12.081333975926741,4.871351004112512,222.7464349998627,17558.30410755088,62.759535842654834,0.0,9,10,11,12,15,23,55,84,180,220,220
POST,/cart/checkout,6205,0,8,9.495478090952567,5.254987998341676,166.1909500035108,6396.054794520548,20.693071890306246,0.0,8,9,10,10,12,14,21,28,100,170,170
GET,/product/0PUK6V6EV0,9206,0,5,8.37431357514945,3.0326429987326264,192.5792440015357,7528.168585704975,30.701115200992636,0.0,5,6,7,7,9,15,57,77,160,190,190
GET,/product/1YMWWN1N4O,8973,0,5,8.723535103226556,3.017976996488869,205.08842499839375,7579.067535941157,29.92408284798033,0.0,5,6,7,7,9,21,60,82,160,210,210
GET,/product/2ZYFJ3GM2N,9059,0,5,8.664605910727756,3.010084001289215,205.54679300403222,7549.586598962358,30.21088448900633,0.0,5,6,7,7,10,21,58,76,160,210,210
GET,/product/66VCHSJNUP,9024,0,5,8.609324445623193,3.0169289966579527,199.12378000299213,7517.966090425532,30.09416289091435,0.0,5,6,7,7,9,17,61,81,160,200,200
GET,/product/6E92ZMYYFZ,9065,0,5,8.350727752598054,3.1188969951472245,193.5624679972534,7527.567677881963,30.230893905822096,0.0,5,6,7,7,9,16,57,76,140,190,190
GET,/product/9SIQT8TOJO,9104,0,5,8.572961493523117,3.0135069973766804,192.33088900364237,7572.971331282953,30.360955115124586,0.0,5,6,7,7,9,16,60,80,150,190,190
GET,/product/L9ECAV7KIM,8995,0,5,8.536346268130997,2.9799830008414574,192.54886400449323,7549.11995553085,29.997450709638144,0.0,5,6,7,7,9,19,57,75,160,190,190
GET,/product/LS4PSXUNUM,9076,0,5,8.709913676639626,2.9327000011107884,186.3130950005143,7535.178602908771,30.267577836651004,0.0,5,6,7,8,10,20,59,79,160,190,190
GET,/product/OLJCESPC7Z,9021,0,5,8.738100591841478,3.0812520053586923,193.96077300189063,7578.193659239552,30.08415818250647,0.0,5,6,7,7,10,26,60,80,160,190,190
POST,/setCurrency,12518,0,9,13.395766507635264,5.0656489984248765,246.95009800052503,9944.957101773447,41.74631328329631,0.0,9,10,11,12,15,28,90,120,210,230,250
,Aggregated,146394,0,6,12.146235518835034,2.9327000011107884,418.84057599963853,9827.049373608208,488.2097608879118,0.0,6,8,9,9,13,41,110,160,260,370,420
